name,entry_id,formationenergy_id,duplicate_entry_id,icsd_id,prototype,spacegroup,composition_generic,ntypes,natoms,volume_A3,formation_energy_eV_per_atom,stability_eV_per_atom,band_gap_eV,fit,calculation_label,unit_cell_json,sites_json
CaHg,10986,4061790,10986.0,58900.0,CsCl,Pm-3m,AB,2,2,54.0636,-0.533782367483134,0.0,0.0,standard,static,"[[3.781246, 0.0, 0.0], [0.0, 3.781246, 0.0], [0.0, 0.0, 3.781246]]","[""Ca @ 0 0 0"", ""Hg @ 0.5 0.5 0.5""]"
LaHg,17402,4061793,17402.0,104305.0,CsCl,Pm-3m,AB,2,2,58.4591,-0.466644557483134,0.0036502749999999806,0.0,standard,static,"[[3.881063, 0.0, 0.0], [0.0, 3.881063, 0.0], [0.0, 0.0, 3.881063]]","[""Hg @ 0 0 0"", ""La @ 0.5 0.5 0.5""]"
Ne,12061,4061796,8086.0,65891.0,Cu,Fm-3m,A,1,1,10.2402,0.30736297,0.30736297,14.108,standard,static,"[[1.723557, -1.723557, 0.0], [-1.723557, 0.0, -1.723557], [1.723557, 1.723557, 0.0]]","[""Ne @ 0 0 0""]"
Ne,12062,4061799,8086.0,65892.0,Cu,Fm-3m,A,1,1,10.1537,0.31799422,0.31799422,14.146,standard,static,"[[1.718691, -1.718691, 0.0], [-1.718691, 0.0, -1.718691], [1.718691, 1.718691, 0.0]]","[""Ne @ 0 0 0""]"
Ne,12064,4061802,8086.0,65894.0,Cu,Fm-3m,A,1,1,10.0184,0.3354269,0.3354269,14.198,standard,static,"[[1.711022, -1.711022, 0.0], [-1.711022, 0.0, -1.711022], [1.711022, 1.711022, 0.0]]","[""Ne @ 0 0 0""]"
DySb,8165,4061805,8165.0,43639.0,NaCl,Fm-3m,AB,2,2,59.3781,-1.13506425583333,8.011000000451851e-05,0.0,standard,static,"[[3.09646, -3.09646, 0.0], [-3.09646, 0.0, -3.09646], [3.09646, 3.09646, 0.0]]","[""Dy @ 0 0 0"", ""Sb @ 0.5 0 0.5""]"
MnSe,4579,4061808,4579.0,24252.0,ZnS(cF8),F-43m,AB,2,2,51.0937,-0.358396726896551,0.02300109867293315,0.0,standard,static,"[[2.945184, -2.945184, 0.0], [-2.945184, 0.0, -2.945184], [2.945184, 2.945184, 0.0]]","[""Mn @ 0 0 0"", ""Se @ 0.75 0.5 0.25""]"
LiHg,17404,4061811,17404.0,104308.0,CsCl,Pm-3m,AB,2,2,36.1708,-0.347599342483135,0.0009405949999993779,0.0,standard,static,"[[3.307141, 0.0, 0.0], [0.0, 3.307141, 0.0], [0.0, 0.0, 3.307141]]","[""Hg @ 0 0 0"", ""Li @ 0.5 0.5 0.5""]"
MgTl,17660,4061814,17660.0,104884.0,CsCl,Pm-3m,AB,2,2,48.4111,-0.0342187620833352,0.0029861399999999982,0.0,standard,static,"[[3.644586, 0.0, 0.0], [0.0, 3.644586, 0.0], [0.0, 0.0, 3.644586]]","[""Mg @ 0 0 0"", ""Tl @ 0.5 0.5 0.5""]"
YTl,18172,4061817,18172.0,106195.0,CsCl,Pm-3m,AB,2,2,53.7307,-0.37295919,0.0021475850000000074,0.0,standard,static,"[[3.773469, 0.0, 0.0], [0.0, 3.773469, 0.0], [0.0, 0.0, 3.773469]]","[""Tl @ 0 0 0"", ""Y @ 0.5 0.5 0.5""]"
SnP,3311,4061820,3311.0,16077.0,GeAs,I4mm,AB,2,2,45.4754,-0.17399145290557,0.020081674649468917,0.0,standard,static,"[[-3.863151, 0.0, 0.0], [0.0, -3.863151, 0.0], [1.931576, 1.931576, 3.047145]]","[""P @ 0.43 0.43 0.86"", ""Sn @ 0.998 0.998 0.996""]"
Li,18967,4061823,13862.0,109011.0,Hg,R-3m,A,1,1,16.7856,0.0243249399999999,0.0243249399999999,0.0,standard,static,"[[1.455851, -0.840536, -2.286195], [0.0, 1.681073, -2.286195], [1.455851, 0.840536, 2.286195]]","[""Li @ 0 0 0""]"
I,19480,4061826,19480.0,151434.0,,Fmmm,A,1,1,41.4477,0.100074475,0.11970605437499993,0.0,standard,static,"[[-2.281489, 2.278817, 0.0], [2.281489, 2.278817, 0.0], [0.0, -2.278817, -3.986045]]","[""I @ 0 0 0""]"
Ne,12060,4061829,8086.0,65890.0,Cu,Fm-3m,A,1,1,10.2936,0.30098556,0.30098556,14.087,standard,static,"[[1.72655, -1.72655, 0.0], [-1.72655, 0.0, -1.72655], [1.72655, 1.72655, 0.0]]","[""Ne @ 0 0 0""]"
Ne,12063,4061832,8086.0,65893.0,Cu,Fm-3m,A,1,1,10.0465,0.33171874,0.33171874,14.187,standard,static,"[[1.712624, -1.712624, 0.0], [-1.712624, 0.0, -1.712624], [1.712624, 1.712624, 0.0]]","[""Ne @ 0 0 0""]"
DyAs,8164,4061835,8164.0,43638.0,NaCl,Fm-3m,AB,2,2,49.1307,-1.53561301083333,9.944000001005371e-05,0.0,standard,static,"[[2.906972, -2.906972, 0.0], [-2.906972, 0.0, -2.906972], [2.906972, 2.906972, 0.0]]","[""As @ 0.5 0 0.5"", ""Dy @ 0 0 0""]"
TmMg,17661,4061838,104107.0,104885.0,CsCl,Pm-3m,AB,2,2,52.669,-0.0567626895833349,0.00012495999999991014,0.0,standard,static,"[[3.748449, 0.0, 0.0], [0.0, 3.748449, 0.0], [0.0, 0.0, 3.748449]]","[""Mg @ 0 0 0"", ""Tm @ 0.5 0.5 0.5""]"
SrS,5624,4061841,5624.0,28900.0,NaCl,Fm-3m,AB,2,2,55.2347,-2.29507668200668,0.00010820500000008337,2.587,standard,static,"[[3.022693, -3.022693, 0.0], [-3.022693, 0.0, -3.022693], [3.022693, 3.022693, 0.0]]","[""S @ 0.5 0 0.5"", ""Sr @ 0 0 0""]"
SrSe,5625,4061844,5625.0,28901.0,NaCl,Fm-3m,AB,2,2,62.0255,-2.0724931,0.00010392250000013092,2.414,standard,static,"[[3.141812, -3.141812, 0.0], [-3.141812, 0.0, -3.141812], [3.141812, 3.141812, 0.0]]","[""Se @ 0.5 0 0.5"", ""Sr @ 0 0 0""]"
CaS,5626,4061847,5626.0,28902.0,NaCl,Fm-3m,AB,2,2,46.2896,-2.31351990700668,0.00015220999999998597,2.4,standard,static,"[[2.849822, -2.849822, 0.0], [-2.849822, 0.0, -2.849822], [2.849822, 2.849822, 0.0]]","[""Ca @ 0 0 0"", ""S @ 0.5 0 0.5""]"
He,4177,4061850,4177.0,22384.0,Cu,Fm-3m,A,1,1,9.90896,0.030611045,0.030611045,18.39,standard,static,"[[1.704771, -1.704771, 0.0], [-1.704771, 0.0, -1.704771], [1.704771, 1.704771, 0.0]]","[""He @ 0 0 0""]"
TePb,14036,4061853,14036.0,77882.0,CsCl,Pm-3m,AB,2,2,62.5983,-0.180984431666666,0.22865984999999922,0.0,standard,static,"[[3.970582, 0.0, 0.0], [0.0, 3.970582, 0.0], [0.0, 0.0, 3.970582]]","[""Pb @ 0 0 0"", ""Te @ 0.5 0.5 0.5""]"
PrCd,29020,4061856,88014.0,620284.0,CsCl,Pm-3m,AB,2,2,57.3409,-0.32598958375,9.601500000000485e-05,0.0,standard,static,"[[3.856159, 0.0, 0.0], [0.0, 3.856159, 0.0], [0.0, 0.0, 3.856159]]","[""Cd @ 0 0 0"", ""Pr @ 0.5 0.5 0.5""]"
CdPt,29022,4061859,29022.0,620296.0,,P4/mmm,AB,2,2,34.7228,-0.32378412,0.0010826200000000341,0.0,standard,static,"[[2.996365, 0.0, 0.0], [0.0, 2.996365, 0.0], [0.0, 0.0, 3.867457]]","[""Cd @ 0 0 0"", ""Pt @ 0.5 0.5 0.5""]"
MgS,5627,4061862,5627.0,28903.0,NaCl,Fm-3m,AB,2,2,35.3562,-1.57958912659001,5.281500000009487e-05,2.95,standard,static,"[[2.605024, -2.605024, 0.0], [-2.605024, 0.0, -2.605024], [2.605024, 2.605024, 0.0]]","[""Mg @ 0 0 0"", ""S @ 0.5 0 0.5""]"
CrN,6912,4061865,22276.0,37412.0,NaCl,Fm-3m,AB,2,2,17.5176,-0.437865702671752,0.18039951500000156,0.0,standard,static,"[[2.061333, -2.061333, 0.0], [-2.061333, 0.0, -2.061333], [2.061333, 2.061333, 0.0]]","[""Cr @ 0 0 0"", ""N @ 0.5 0 0.5""]"
PbSe,14035,4061868,14035.0,77870.0,CsCl,Pm-3m,AB,2,2,53.0103,-0.330548885,0.23983249265624995,0.0,standard,static,"[[3.756529, 0.0, 0.0], [0.0, 3.756529, 0.0], [0.0, 0.0, 3.756529]]","[""Pb @ 0 0 0"", ""Se @ 0.5 0.5 0.5""]"
VO,5578,4061871,5578.0,28681.0,NaCl,Fm-3m,AB,2,2,21.6233,-2.25997276058168,0.0028714649999996844,1.191,standard,static,"[[2.211215, -2.211215, 0.0], [-2.211215, 0.0, -2.211215], [2.211215, 2.211215, 0.0]]","[""O @ 0.5 0 0.5"", ""V @ 0 0 0""]"
YC,22263,4061874,22263.0,181049.0,NaCl,Fm-3m,AB,2,2,32.8904,0.0361603587500001,0.3572842833333344,0.0,standard,static,"[[2.543, -2.543, 0.0], [-2.543, 0.0, -2.543], [2.543, 2.543, 0.0]]","[""C @ 0.5 0 0.5"", ""Y @ 0 0 0""]"
CdPt,29023,4061877,29022.0,620297.0,CuFePt2,P4/mmm,AB,2,2,34.7213,-0.323779525,0.0010872150000000302,0.0,standard,static,"[[-2.118601, -2.118601, 0.0], [-2.118601, 2.118601, 0.0], [0.0, 0.0, -3.867834]]","[""Cd @ 0 0 0"", ""Pt @ 0.5 0.5 0.5""]"
LuHg,17406,4061880,17406.0,104312.0,CsCl,Pm-3m,AB,2,2,47.5396,-0.434265634983134,0.002723030000000015,0.0,standard,static,"[[3.622585, 0.0, 0.0], [0.0, 3.622585, 0.0], [0.0, 0.0, 3.622585]]","[""Hg @ 0 0 0"", ""Lu @ 0.5 0.5 0.5""]"
YbTl,18174,4061883,18174.0,106197.0,CsCl,Pm-3m,AB,2,2,56.006,-0.4970915625,0.0010990700000000353,0.0,standard,static,"[[3.826, 0.0, 0.0], [0.0, 3.826, 0.0], [0.0, 0.0, 3.826]]","[""Tl @ 0 0 0"", ""Yb @ 0.5 0.5 0.5""]"
CaIn,10991,4061886,10991.0,58905.0,CsCl,Pm-3m,AB,2,2,56.4312,-0.48672452,0.0016267600000002824,0.0,standard,static,"[[3.835658, 0.0, 0.0], [0.0, 3.835658, 0.0], [0.0, 0.0, 3.835658]]","[""Ca @ 0 0 0"", ""In @ 0.5 0.5 0.5""]"
MgHg,17407,4061889,89859.0,104313.0,CsCl,Pm-3m,AB,2,2,41.6159,-0.190403187066469,0.0021959099999999954,0.0,standard,static,"[[3.465398, 0.0, 0.0], [0.0, 3.465398, 0.0], [0.0, 0.0, 3.465398]]","[""Hg @ 0 0 0"", ""Mg @ 0.5 0.5 0.5""]"
YMg,17663,4061892,104099.0,104889.0,CsCl,Pm-3m,AB,2,2,54.4935,-0.109400507083335,0.0003304375000000026,0.0,standard,static,"[[3.791243, 0.0, 0.0], [0.0, 3.791243, 0.0], [0.0, 0.0, 3.791243]]","[""Mg @ 0 0 0"", ""Y @ 0.5 0.5 0.5""]"
BeO,20737,4061895,20737.0,163820.0,ZnS(cF8),F-43m,AB,2,2,13.7009,-2.96037920793938,0.0058306199999997865,7.021,standard,static,"[[1.899211, -1.899211, 0.0], [-1.899211, 0.0, -1.899211], [1.899211, 1.899211, 0.0]]","[""Be @ 0 0 0"", ""O @ 0.75 0.5 0.25""]"
AlIr,10480,4061898,10480.0,57928.0,CsCl,Pm-3m,AB,2,2,27.5314,-0.946320085,4.67000000003992e-06,0.0,standard,static,"[[3.019554, 0.0, 0.0], [0.0, 3.019554, 0.0], [0.0, 0.0, 3.019554]]","[""Al @ 0 0 0"", ""Ir @ 0.5 0.5 0.5""]"
HoAu,10736,4061901,10736.0,58479.0,CsCl,Pm-3m,AB,2,2,45.3111,-0.875037941666665,0.01823717250000001,0.0,standard,static,"[[3.565071, 0.0, 0.0], [0.0, 3.565071, 0.0], [0.0, 0.0, 3.565071]]","[""Au @ 0 0 0"", ""Ho @ 0.5 0.5 0.5""]"
TmZn,18176,4061904,18176.0,106203.0,CsCl,Pm-3m,AB,2,2,43.366,-0.353205805,5.772000000003885e-05,0.0,standard,static,"[[3.513311, 0.0, 0.0], [0.0, 3.513311, 0.0], [0.0, 0.0, 3.513311]]","[""Tm @ 0 0 0"", ""Zn @ 0.5 0.5 0.5""]"
Kr,2562,4061907,2562.0,9785.0,Mg,P63/mmc,A,1,2,86.1574,0.0,0.0,7.392,standard,static,"[[3.933791, 0.0, 0.0], [-1.966896, 3.40672, 0.0], [0.0, 0.0, 6.42902]]","[""Kr @ 0.333 0.667 0.25"", ""Kr @ 0.667 0.333 0.75""]"
Ne,12065,4061910,8086.0,65895.0,Cu,Fm-3m,A,1,1,10.0034,0.33741239,0.33741239,14.204,standard,static,"[[1.710172, -1.710172, 0.0], [-1.710172, 0.0, -1.710172], [1.710172, 1.710172, 0.0]]","[""Ne @ 0 0 0""]"
Ne,12074,4061913,8086.0,65904.0,Cu,Fm-3m,A,1,1,10.2323,0.30831538,0.30831538,14.112,standard,static,"[[1.723116, -1.723116, 0.0], [-1.723116, 0.0, -1.723116], [1.723116, 1.723116, 0.0]]","[""Ne @ 0 0 0""]"
Pa,4672,4061916,4672.0,24622.0,Pa,I4/mmm,A,1,1,24.7803,0.0167202600000014,0.0167202600000014,0.0,standard,static,"[[1.96996, 1.96996, -1.596363], [1.96996, -1.96996, 1.596363], [-1.96996, -1.96996, -1.596363]]","[""Pa @ 0 0 0""]"
TbSe,8159,4061919,8159.0,43605.0,NaCl,Fm-3m,AB,2,2,48.1725,-1.44513221233333,0.004822511250005546,0.0,standard,static,"[[2.88795, -2.88795, 0.0], [-2.88795, 0.0, -2.88795], [2.88795, 2.88795, 0.0]]","[""Se @ 0.5 0 0.5"", ""Tb @ 0 0 0""]"
SrMg,17655,4061922,17655.0,104873.0,CsCl,Pm-3m,AB,2,2,72.8647,-0.056270089583335,0.022970129374999995,0.0,standard,static,"[[4.176756, 0.0, 0.0], [0.0, 4.176756, 0.0], [0.0, 0.0, 4.176756]]","[""Mg @ 0 0 0"", ""Sr @ 0.5 0.5 0.5""]"
DyTe,8166,4061925,8166.0,43640.0,NaCl,Fm-3m,AB,2,2,58.0178,-1.27779941,0.0399578587499998,0.0,standard,static,"[[3.072631, -3.072631, 0.0], [-3.072631, 0.0, -3.072631], [3.072631, 3.072631, 0.0]]","[""Dy @ 0 0 0"", ""Te @ 0.5 0 0.5""]"
ErAs,8167,4061928,8167.0,43644.0,NaCl,Fm-3m,AB,2,2,47.8257,-1.5182393075,0.00011083500000008684,0.0,standard,static,"[[2.881003, -2.881003, 0.0], [-2.881003, 0.0, -2.881003], [2.881003, 2.881003, 0.0]]","[""As @ 0.5 0 0.5"", ""Er @ 0 0 0""]"
ScCd,29029,4061931,88025.0,620407.0,CsCl,Pm-3m,AB,2,2,43.4055,-0.2991201275,0.003328724999999977,0.0,standard,static,"[[3.514376, 0.0, 0.0], [0.0, 3.514376, 0.0], [0.0, 0.0, 3.514376]]","[""Cd @ 0 0 0"", ""Sc @ 0.5 0.5 0.5""]"
GaNi,30309,4061934,89558.0,634866.0,CsCl,Pm-3m,AB,2,2,24.617,-0.3757070325,0.036580511250001,0.0,standard,static,"[[2.909009, 0.0, 0.0], [0.0, 2.909009, 0.0], [0.0, 0.0, 2.909009]]","[""Ga @ 0 0 0"", ""Ni @ 0.5 0.5 0.5""]"
HBr,5613,4061937,5613.0,28841.0,HCl,Fm-3m,AB,2,2,28.4276,0.720480125199994,1.118479295,0.0,standard,static,"[[2.422348, -2.422348, 0.0], [-2.422348, 0.0, -2.422348], [2.422348, 2.422348, 0.0]]","[""Br @ 0.5 0 0.5"", ""H @ 0 0 0""]"
ZrPd,9972,4061940,9972.0,55547.0,CsCl,Pm-3m,AB,2,2,37.665,-0.585041659999999,0.06512298125000004,0.0,standard,static,"[[3.352066, 0.0, 0.0], [0.0, 3.352066, 0.0], [0.0, 0.0, 3.352066]]","[""Pd @ 0.5 0.5 0.5"", ""Zr @ 0 0 0""]"
CaPb,10997,4061943,28966.0,58918.0,AuCu,P4/mmm,AB,2,2,58.9266,-0.530219405,0.00033205000000002816,0.0,standard,static,"[[3.597608, 0.0, 0.0], [0.0, 3.597608, 0.0], [0.0, 0.0, 4.552855]]","[""Ca @ 0 0 0"", ""Pb @ 0.5 0.5 0.5""]"
MnHg,17413,4061946,17414.0,104321.0,CsCl,Pm-3m,AB,2,2,36.3926,0.364270040620315,0.364270040620315,0.0,standard,static,"[[3.313887, 0.0, 0.0], [0.0, 3.313887, 0.0], [0.0, 0.0, 3.313887]]","[""Hg @ 0 0 0"", ""Mn @ 0.5 0.5 0.5""]"
NbN,1797,4061949,1797.0,982.0,NaCl,Fm-3m,AB,2,2,21.8019,-0.972483847671754,0.20613739999999592,0.0,standard,static,"[[2.217283, -2.217283, 0.0], [-2.217283, 0.0, -2.217283], [2.217283, 2.217283, 0.0]]","[""N @ 0.5 0 0.5"", ""Nb @ 0 0 0""]"
Ne,12067,4061952,8086.0,65897.0,Cu,Fm-3m,A,1,1,10.3222,0.29762199,0.29762199,13.838,standard,static,"[[1.72815, -1.72815, 0.0], [-1.72815, 0.0, -1.72815], [1.72815, 1.72815, 0.0]]","[""Ne @ 0 0 0""]"
Ne,12069,4061955,8086.0,65899.0,Cu,Fm-3m,A,1,1,10.2923,0.30113676,0.30113676,14.089,standard,static,"[[1.726478, -1.726478, 0.0], [-1.726478, 0.0, -1.726478], [1.726478, 1.726478, 0.0]]","[""Ne @ 0 0 0""]"
Ne,12070,4061958,8086.0,65900.0,Cu,Fm-3m,A,1,1,10.2766,0.30299438,0.30299438,14.094,standard,static,"[[1.7256, -1.7256, 0.0], [-1.7256, 0.0, -1.7256], [1.7256, 1.7256, 0.0]]","[""Ne @ 0 0 0""]"
Ne,12073,4061961,8086.0,65903.0,Cu,Fm-3m,A,1,1,10.2435,0.30696092,0.30696092,14.11,standard,static,"[[1.723744, -1.723744, 0.0], [-1.723744, 0.0, -1.723744], [1.723744, 1.723744, 0.0]]","[""Ne @ 0 0 0""]"
La,17557,4061964,17557.0,104656.0,Cu,Fm-3m,A,1,1,36.5573,0.0128822500000005,0.0128822500000005,0.0,standard,static,"[[2.634196, -2.634196, 0.0], [-2.634196, 0.0, -2.634196], [2.634196, 2.634196, 0.0]]","[""La @ 0 0 0""]"
GeC,22474,4061967,22473.0,182364.0,NaCl,Fm-3m,AB,2,2,20.9347,1.27094250375,1.27094250375,0.0,standard,static,"[[2.187489, -2.187489, 0.0], [-2.187489, 0.0, -2.187489], [2.187489, 2.187489, 0.0]]","[""C @ 0.5 0 0.5"", ""Ge @ 0 0 0""]"
TaN,13762,4061970,13762.0,76456.0,NaCl,Fm-3m,AB,2,2,21.3991,-0.950522922671754,0.33123830499999607,0.0,standard,static,"[[2.203545, -2.203545, 0.0], [-2.203545, 0.0, -2.203545], [2.203545, 2.203545, 0.0]]","[""N @ 0 0 0"", ""Ta @ 0.5 0 0.5""]"
TmP,14025,4061973,14025.0,77850.0,NaCl,Fm-3m,AB,2,2,43.4365,-1.73042808447997,0.0,0.0,standard,static,"[[2.790027, -2.790027, 0.0], [-2.790027, 0.0, -2.790027], [2.790027, 2.790027, 0.0]]","[""P @ 0.5 0 0.5"", ""Tm @ 0 0 0""]"
TbP,8154,4061976,8154.0,43600.0,NaCl,Fm-3m,AB,2,2,46.1459,-1.4093106868133,4.7574999999966394e-05,0.0,standard,static,"[[2.846871, -2.846871, 0.0], [-2.846871, 0.0, -2.846871], [2.846871, 2.846871, 0.0]]","[""P @ 0.5 0 0.5"", ""Tb @ 0 0 0""]"
InHg,17399,4061979,17399.0,104299.0,HgIn,R-3m,AB,2,2,50.6478,0.0394400825168655,0.0394400825168655,0.0,standard,static,"[[-1.813071, 3.140331, 0.0], [3.626141, 0.0, 0.0], [1.813071, -1.046777, -4.447748]]","[""Hg @ 0 0 0"", ""In @ 0.5 0.5 0.5""]"
HgTe,6117,4061982,6117.0,31842.0,NaCl,Fm-3m,AB,2,2,57.3571,0.0138199108502006,0.15228946166666685,0.0,standard,static,"[[3.060923, -3.060923, 0.0], [-3.060923, 0.0, -3.060923], [3.060923, 3.060923, 0.0]]","[""Hg @ 0 0 0"", ""Te @ 0.5 0 0.5""]"
FePt,31334,4061985,110129.0,659004.0,CuFePt2,P4/mmm,AB,2,2,27.8627,-0.24032022,0.000730059999999616,0.0,standard,static,"[[1.933419, -1.933419, 0.0], [-1.933419, -1.933419, 0.0], [0.0, 0.0, -3.726848]]","[""Fe @ 0.5 0.5 0.5"", ""Pt @ 0 0 0""]"
MnHg,17414,4061988,17414.0,104323.0,HgMn,P4/mmm,AB,2,2,36.4513,0.364252385620315,0.364252385620315,0.0,standard,static,"[[3.307753, 0.0, 0.0], [0.0, 3.307753, 0.0], [0.0, 0.0, 3.331557]]","[""Hg @ 0 0 0"", ""Mn @ 0.5 0.5 0.5""]"
SmCd,29034,4061991,29034.0,620479.0,CsCl,Pm-3m,AB,2,2,54.5879,-0.32479649375,0.0002657499999999535,0.0,standard,static,"[[3.79343, 0.0, 0.0], [0.0, 3.79343, 0.0], [0.0, 0.0, 3.79343]]","[""Cd @ 0 0 0"", ""Sm @ 0.5 0.5 0.5""]"
WC,3084,4061994,3084.0,15406.0,WC,P-6m2,AB,2,2,21.1131,-0.125658648750001,0.0,0.0,standard,static,"[[2.92309, 0.0, 0.0], [-1.461545, 2.531501, 0.0], [0.0, 0.0, 2.853203]]","[""C @ 0.667 0.333 0.5"", ""W @ 0 0 0""]"
CsCl,4110,4061997,52059.0,22173.0,CsCl,Pm-3m,AB,2,2,71.862,-2.10516701780956,0.048765620000000176,5.181,standard,static,"[[4.157509, 0.0, 0.0], [0.0, 4.157509, 0.0], [0.0, 0.0, 4.157509]]","[""Cl @ 0.5 0.5 0.5"", ""Cs @ 0 0 0""]"
Sr,18981,4062000,18981.0,109027.0,,P4/mmm,A,1,1,55.3383,0.3859706,0.3859706,0.0,standard,static,"[[0.0, 0.0, -3.812411], [-2.694004, -2.694004, 0.0], [-2.694004, 2.694004, 0.0]]","[""Sr @ 0 0 0""]"
I,18988,4062003,19480.0,109040.0,In,I4/mmm,A,1,1,40.7341,0.103232575,0.12286415437499992,0.0,standard,static,"[[-3.224586, 0.0, 0.0], [0.0, -3.224586, 0.0], [1.612294, 1.612294, 3.91751]]","[""I @ 0 0 0""]"
Y,8147,4062006,51193.0,43588.0,Mg,P63/mmc,A,1,2,64.6224,0.000665274999999355,0.000665274999999355,0.0,standard,static,"[[3.627554, 0.0, 0.0], [-1.813777, 3.141474, 0.0], [0.0, 0.0, 5.670691]]","[""Y @ 0.333 0.667 0.25"", ""Y @ 0.667 0.333 0.75""]"
TbS,8158,4062009,8158.0,43604.0,NaCl,Fm-3m,AB,2,2,42.6666,-1.82561812934001,0.0,0.0,standard,static,"[[2.773444, -2.773444, 0.0], [-2.773444, 0.0, -2.773444], [2.773444, 2.773444, 0.0]]","[""S @ 0.5 0 0.5"", ""Tb @ 0 0 0""]"
ZnS,7652,4062012,7652.0,41985.0,ZnS(cF8),F-43m,AB,2,2,39.9152,-0.956002437006679,0.024253687499999343,2.319,standard,static,"[[2.712497, -2.712497, 0.0], [-2.712497, 0.0, -2.712497], [2.712497, 2.712497, 0.0]]","[""S @ 0.75 0.5 0.25"", ""Zn @ 0 0 0""]"
ErSb,8168,4062015,8168.0,43645.0,NaCl,Fm-3m,AB,2,2,58.0175,-1.0963251475,8.09999999997757e-05,0.0,standard,static,"[[3.072626, -3.072626, 0.0], [-3.072626, 0.0, -3.072626], [3.072626, 3.072626, 0.0]]","[""Er @ 0 0 0"", ""Sb @ 0.5 0 0.5""]"
TmAs,8170,4062018,8170.0,43647.0,NaCl,Fm-3m,AB,2,2,47.2387,-1.5026408575,2.3855000000017057e-05,0.0,standard,static,"[[2.869168, -2.869168, 0.0], [-2.869168, 0.0, -2.869168], [2.869168, 2.869168, 0.0]]","[""As @ 0.5 0 0.5"", ""Tm @ 0 0 0""]"
MgAg,22530,4062021,94482.0,184205.0,CsCl,Pm-3m,AB,2,2,35.7837,-0.254072658333335,0.004450280000000195,0.0,standard,static,"[[3.295302, 0.0, 0.0], [0.0, 3.295302, 0.0], [0.0, 0.0, 3.295302]]","[""Ag @ 0 0 0"", ""Mg @ 0.5 0.5 0.5""]"
ZrC,22284,4062024,22284.0,181142.0,CsCl,Pm-3m,AB,2,2,25.2157,0.41684113625,1.228850269999999,0.0,standard,static,"[[2.932404, 0.0, 0.0], [0.0, 2.932404, 0.0], [0.0, 0.0, 2.932404]]","[""C @ 0.5 0.5 0.5"", ""Zr @ 0 0 0""]"
ErTl,30061,4062027,89098.0,631203.0,CsCl,Pm-3m,AB,2,2,52.4548,-0.3075038175,0.00247103999999998,0.0,standard,static,"[[3.743362, 0.0, 0.0], [0.0, 3.743362, 0.0], [0.0, 0.0, 3.743362]]","[""Er @ 0 0 0"", ""Tl @ 0.5 0.5 0.5""]"
ZrN,22285,4062030,22285.0,181144.0,CsCl,Pm-3m,AB,2,2,22.9956,-0.898906637671752,0.8865630099999997,0.0,standard,static,"[[2.843685, 0.0, 0.0], [0.0, 2.843685, 0.0], [0.0, 0.0, 2.843685]]","[""N @ 0.5 0.5 0.5"", ""Zr @ 0 0 0""]"
AuC,21518,4062033,21518.0,169406.0,WC,P-6m2,AB,2,2,26.6191,2.24080755125,2.24080755125,0.0,standard,static,"[[3.245, 0.0, 0.0], [-1.6225, 2.810252, 0.0], [0.0, 0.0, 2.919]]","[""Au @ 0 0 0"", ""C @ 0.333 0.667 0.5""]"
TmCd,29039,4062036,29039.0,620577.0,CsCl,Pm-3m,AB,2,2,49.7135,-0.31589482,0.0013965649999999608,0.0,standard,static,"[[3.676982, 0.0, 0.0], [0.0, 3.676982, 0.0], [0.0, 0.0, 3.676982]]","[""Cd @ 0 0 0"", ""Tm @ 0.5 0.5 0.5""]"
TbAl,22287,4062039,22287.0,181161.0,CsCl,Pm-3m,AB,2,2,47.2024,-0.0655237223333351,0.1616636450833332,0.0,standard,static,"[[3.614, 0.0, 0.0], [0.0, 3.614, 0.0], [0.0, 0.0, 3.614]]","[""Al @ 0 0 0"", ""Tb @ 0.5 0.5 0.5""]"
CaTl,11005,4062042,11005.0,58941.0,CsCl,Pm-3m,AB,2,2,57.8056,-0.4522648175,0.0014997037499996368,0.0,standard,static,"[[3.866547, 0.0, 0.0], [0.0, 3.866547, 0.0], [0.0, 0.0, 3.866547]]","[""Ca @ 0 0 0"", ""Tl @ 0.5 0.5 0.5""]"
CsBr,4111,4062045,52046.0,22174.0,CsCl,Pm-3m,AB,2,2,81.4882,-1.92282628870792,0.04143123500000012,4.487,standard,static,"[[4.335424, 0.0, 0.0], [0.0, 4.335424, 0.0], [0.0, 0.0, 4.335424]]","[""Br @ 0.5 0.5 0.5"", ""Cs @ 0 0 0""]"
ZrP,14032,4062048,14032.0,77861.0,NaCl,Fm-3m,AB,2,2,37.2463,-1.45754382447997,0.04861035749999987,0.0,standard,static,"[[2.650642, -2.650642, 0.0], [-2.650642, 0.0, -2.650642], [2.650642, 2.650642, 0.0]]","[""P @ 0 0 0"", ""Zr @ 0.5 0 0.5""]"
Sc,8146,4062051,8146.0,43587.0,Mg,P63/mmc,A,1,2,47.9521,0.0,0.0,0.0,standard,static,"[[3.291713, 0.0, 0.0], [-1.645857, 2.850632, 0.0], [0.0, 0.0, 5.110283]]","[""Sc @ 0.333 0.667 0.25"", ""Sc @ 0.667 0.333 0.75""]"
