name,entry_id,formationenergy_id,duplicate_entry_id,icsd_id,prototype,spacegroup,composition_generic,ntypes,natoms,volume_A3,formation_energy_eV_per_atom,stability_eV_per_atom,band_gap_eV,fit,calculation_label,unit_cell_json,sites_json
AlO,5632,4062309,5632.0,28920.0,NaCl,Fm-3m,AB,2,2,21.8193,-1.41558020793938,1.3053081374497746,0.0,standard,static,"[[2.217875, -2.217875, 0.0], [-2.217875, 0.0, -2.217875], [2.217875, 2.217875, 0.0]]","[""Al @ 0 0 0"", ""O @ 0.5 0 0.5""]"
NiO,8206,4062312,8206.0,43740.0,GeTe(supercell),R-3m,AB,2,2,18.2339,-1.24151304615822,0.0,2.611,standard,static,"[[-2.086626, 0.00231, -2.089176], [-2.086626, -2.089177, -0.000246], [-0.004859, 2.086622, 2.089176]]","[""Ni @ 0 0 0"", ""O @ 0.5 0.5 0.5""]"
MgAu,10777,4062315,10777.0,58538.0,CsCl,Pm-3m,AB,2,2,35.3707,-0.615378534583335,0.0012252074999997697,0.0,standard,static,"[[3.282573, 0.0, 0.0], [0.0, 3.282573, 0.0], [0.0, 0.0, 3.282573]]","[""Au @ 0 0 0"", ""Mg @ 0.5 0.5 0.5""]"
ZrN,5177,4062318,5177.0,26950.0,NaCl,Fm-3m,AB,2,2,24.3156,-1.78516856767175,0.000301080000001841,0.0,standard,static,"[[2.29942, -2.29942, 0.0], [-2.29942, 0.0, -2.29942], [2.29942, 2.29942, 0.0]]","[""N @ 0.5 0 0.5"", ""Zr @ 0 0 0""]"
LiF,7484,4062321,7484.0,41409.0,NaCl,Fm-3m,AB,2,2,15.5525,-3.14987675956555,0.0,9.633,standard,static,"[[1.981176, -1.981176, 0.0], [-1.981176, 0.0, -1.981176], [1.981176, 1.981176, 0.0]]","[""F @ 0 0 0"", ""Li @ 0.5 0 0.5""]"
TaC,5179,4062324,5179.0,26956.0,NaCl,Fm-3m,AB,2,2,22.4338,-0.583268448750001,0.0,0.0,standard,static,"[[2.238503, -2.238503, 0.0], [-2.238503, 0.0, -2.238503], [2.238503, 2.238503, 0.0]]","[""C @ 0.5 0 0.5"", ""Ta @ 0 0 0""]"
CaO,5181,4062327,5181.0,26959.0,NaCl,Fm-3m,AB,2,2,27.2696,-3.19367239793938,0.0022793949999972973,3.687,standard,static,"[[2.389, -2.389, 0.0], [-2.389, 0.0, -2.389], [2.389, 2.389, 0.0]]","[""Ca @ 0 0 0"", ""O @ 0.5 0 0.5""]"
PbSe,6974,4062330,6974.0,38294.0,NaCl,Fm-3m,AB,2,2,58.9672,-0.568947155,0.0014342226562499283,0.686,standard,static,"[[3.0893, -3.0893, 0.0], [-3.0893, 0.0, -3.0893], [3.0893, 3.0893, 0.0]]","[""Pb @ 0.5 0 0.5"", ""Se @ 0 0 0""]"
GeTe,8001,4062333,31163.0,43202.0,GeTe(subcell),R3m,AB,2,2,54.834,-0.0862824891666651,0.0015171350000002942,0.753,standard,static,"[[-2.102591, 3.641794, 0.0], [-2.102591, -3.641794, 0.0], [-2.102591, 1.213932, 3.580553]]","[""Ge @ 0.473 0.237 0.29"", ""Te @ 0.527 0.763 0.71""]"
Ne,12071,4062336,8086.0,65901.0,Cu,Fm-3m,A,1,1,10.2666,0.30419209,0.30419209,14.098,standard,static,"[[1.725038, -1.725038, 0.0], [-1.725038, 0.0, -1.725038], [1.725038, 1.725038, 0.0]]","[""Ne @ 0 0 0""]"
Ne,12072,4062339,8086.0,65902.0,Cu,Fm-3m,A,1,1,10.2529,0.30583348,0.30583348,14.103,standard,static,"[[1.724269, -1.724269, 0.0], [-1.724269, 0.0, -1.724269], [1.724269, 1.724269, 0.0]]","[""Ne @ 0 0 0""]"
YP,14029,4062342,14029.0,77857.0,NaCl,Fm-3m,AB,2,2,45.5873,-1.75392532197997,0.00011275999999815767,0.0,standard,static,"[[2.835336, -2.835336, 0.0], [-2.835336, 0.0, -2.835336], [2.835336, 2.835336, 0.0]]","[""P @ 0.5 0 0.5"", ""Y @ 0 0 0""]"
PdO,5611,4062345,5611.0,28837.0,,P4/mmm,AB,2,2,21.8012,0.162874952060623,0.812278,0.0,standard,static,"[[2.79185, 0.0, 0.0], [0.0, 2.79185, 0.0], [0.0, 0.0, 2.797018]]","[""O @ 0.5 0.5 0.5"", ""Pd @ 0 0 0""]"
HfC,21513,4062348,21513.0,169399.0,WC,P-6m2,AB,2,2,26.3291,-0.184368236250002,0.7633168166666651,0.0,standard,static,"[[3.234459, 0.0, 0.0], [-1.617229, 2.801144, 0.0], [0.0, 0.0, 2.906022]]","[""C @ 0.333 0.667 0.5"", ""Hf @ 0 0 0""]"
RuC,8182,4062351,8182.0,43671.0,WC,P-6m2,AB,2,2,19.9154,0.648549316250001,0.648549316250001,0.0,standard,static,"[[2.931282, 0.0, 0.0], [-1.465641, 2.538601, 0.0], [0.0, 0.0, 2.676317]]","[""C @ 0.667 0.333 0.5"", ""Ru @ 0 0 0""]"
CsF,11514,4062354,11514.0,61563.0,CsCl,Pm-3m,AB,2,2,43.9486,-2.70095646456555,0.13207015499999963,6.315,standard,static,"[[3.528972, 0.0, 0.0], [0.0, 3.528972, 0.0], [0.0, 0.0, 3.528972]]","[""Cs @ 0 0 0"", ""F @ 0.5 0.5 0.5""]"
CrH,29551,4062357,29551.0,626118.0,NaCl,Fm-3m,AB,2,2,13.3484,0.0221577539079121,0.0221577539079121,0.0,standard,static,"[[1.882782, -1.882782, 0.0], [-1.882782, 0.0, -1.882782], [1.882782, 1.882782, 0.0]]","[""Cr @ 0 0 0"", ""H @ 0.5 0 0.5""]"
ScSi,21520,4062360,21520.0,169408.0,ZnS(cF8),F-43m,AB,2,2,59.1219,0.490499665,1.3283423575000008,0.0,standard,static,"[[3.092, -3.092, 0.0], [-3.092, 0.0, -3.092], [3.092, 3.092, 0.0]]","[""Sc @ 0 0 0"", ""Si @ 0.75 0.5 0.25""]"
ScHg,17427,4062363,17427.0,104342.0,CsCl,Pm-3m,AB,2,2,42.8675,-0.397763814983134,0.002017939999999996,0.0,standard,static,"[[3.499797, 0.0, 0.0], [0.0, 3.499797, 0.0], [0.0, 0.0, 3.499797]]","[""Hg @ 0 0 0"", ""Sc @ 0.5 0.5 0.5""]"
SrO,22298,4062366,22298.0,181275.0,CsCl,Pm-3m,AB,2,2,29.8115,-2.52621002293938,0.4194085300000001,2.792,standard,static,"[[3.100712, 0.0, 0.0], [0.0, 3.100712, 0.0], [0.0, 0.0, 3.100712]]","[""O @ 0.5 0.5 0.5"", ""Sr @ 0 0 0""]"
ErIn,17187,4062369,17187.0,103248.0,CsCl,Pm-3m,AB,2,2,51.6971,-0.44633174,0.0,0.0,standard,static,"[[3.72525, 0.0, 0.0], [0.0, 3.72525, 0.0], [0.0, 0.0, 3.72525]]","[""Er @ 0 0 0"", ""In @ 0.5 0.5 0.5""]"
TiPd,21289,4062372,21289.0,167647.0,AuCu,P4/mmm,AB,2,2,30.9283,-0.557809586893132,0.012036308371607629,0.0,standard,static,"[[2.827918, 0.0, 0.0], [0.0, 2.827918, 0.0], [0.0, 0.0, 3.867427]]","[""Pd @ 0.5 0.5 0.5"", ""Ti @ 0 0 0""]"
ZrCu,29834,4062375,116222.0,629474.0,CsCl,Pm-3m,AB,2,2,34.8362,-0.106489105000001,0.045593592991564236,0.0,standard,static,"[[3.265956, 0.0, 0.0], [0.0, 3.265956, 0.0], [0.0, 0.0, 3.265956]]","[""Cu @ 0 0 0"", ""Zr @ 0.5 0.5 0.5""]"
SrS,20780,4062378,20780.0,164144.0,CsCl,Pm-3m,AB,2,2,49.0091,-1.99590076700668,0.29928412000000004,1.874,standard,static,"[[3.659531, 0.0, 0.0], [0.0, 3.659531, 0.0], [0.0, 0.0, 3.659531]]","[""S @ 0.5 0.5 0.5"", ""Sr @ 0 0 0""]"
SiRu,8480,4062381,74704.0,44616.0,CsCl,Pm-3m,AB,2,2,25.4444,-0.6368062775,0.002273607500000052,0.0,standard,static,"[[2.94124, 0.0, 0.0], [0.0, 2.94124, 0.0], [0.0, 0.0, 2.94124]]","[""Ru @ 0 0 0"", ""Si @ 0.5 0.5 0.5""]"
SrO,5182,4062384,5182.0,26960.0,NaCl,Fm-3m,AB,2,2,33.9011,-2.94105617793938,0.0045623750000003405,3.363,standard,static,"[[2.568787, -2.568787, 0.0], [-2.568787, 0.0, -2.568787], [2.568787, 2.568787, 0.0]]","[""O @ 0.5 0 0.5"", ""Sr @ 0 0 0""]"
TePb,6975,4062387,6975.0,38295.0,NaCl,Fm-3m,AB,2,2,69.5009,-0.408235966666665,0.0014083150000002154,0.966,standard,static,"[[3.263274, -3.263274, 0.0], [-3.263274, 0.0, -3.263274], [3.263274, 3.263274, 0.0]]","[""Pb @ 0.5 0 0.5"", ""Te @ 0 0 0""]"
PaO,4671,4062390,4671.0,24621.0,NaCl,Fm-3m,AB,2,2,30.3183,-1.42564590793938,0.9730203724999971,0.0,standard,static,"[[2.474903, -2.474903, 0.0], [-2.474903, 0.0, -2.474903], [2.474903, 2.474903, 0.0]]","[""O @ 0.5 0 0.5"", ""Pa @ 0 0 0""]"
BaO,5183,4062393,5183.0,26961.0,NaCl,Fm-3m,AB,2,2,42.6045,-2.68244427293938,0.004081735156250321,2.111,standard,static,"[[2.772098, -2.772098, 0.0], [-2.772098, 0.0, -2.772098], [2.772098, 2.772098, 0.0]]","[""Ba @ 0 0 0"", ""O @ 0.5 0 0.5""]"
Th,18160,4062396,31106.0,106157.0,Cu,Fm-3m,A,1,1,31.8748,0.000168859999999604,0.000168859999999604,0.0,standard,static,"[[2.516551, -2.516551, 0.0], [-2.516551, 0.0, -2.516551], [2.516551, 2.516551, 0.0]]","[""Th @ 0 0 0""]"
LuBi,10940,4062399,10940.0,58801.0,NaCl,Fm-3m,AB,2,2,59.6774,-0.750151734999999,0.0007686650000010564,0.0,standard,static,"[[3.101653, -3.101653, 0.0], [-3.101653, 0.0, -3.101653], [3.101653, 3.101653, 0.0]]","[""Bi @ 0 0 0"", ""Lu @ 0.5 0 0.5""]"
NpP,8383,4062402,8383.0,44381.0,NaCl,Fm-3m,AB,2,2,43.7738,-0.988323003854969,0.00019615000000106075,0.0,standard,static,"[[2.79723, -2.79723, 0.0], [-2.79723, 0.0, -2.79723], [2.79723, 2.79723, 0.0]]","[""Np @ 0 0 0"", ""P @ 0.5 0 0.5""]"
ThN,8389,4062405,8389.0,44388.0,NaCl,Fm-3m,AB,2,2,34.2859,-1.67543571767175,0.000288274999999949,0.0,standard,static,"[[2.578469, -2.578469, 0.0], [-2.578469, 0.0, -2.578469], [2.578469, 2.578469, 0.0]]","[""N @ 0.5 0 0.5"", ""Th @ 0 0 0""]"
ThS,6095,4062408,6095.0,31707.0,NaCl,Fm-3m,AB,2,2,46.594,-1.99337087700668,0.0,0.0,standard,static,"[[2.856056, -2.856056, 0.0], [-2.856056, 0.0, -2.856056], [2.856056, 2.856056, 0.0]]","[""S @ 0.5 0 0.5"", ""Th @ 0 0 0""]"
ThBi,10965,4062411,10965.0,58860.0,CsCl,Pm-3m,AB,2,2,61.1738,-0.550875097500001,0.02528971000000002,0.0,standard,static,"[[3.940232, 0.0, 0.0], [0.0, 3.940232, 0.0], [0.0, 0.0, 3.940232]]","[""Bi @ 0 0 0"", ""Th @ 0.5 0.5 0.5""]"
NdTe,30819,4062414,30819.0,646031.0,NaCl,Fm-3m,AB,2,2,64.2201,-1.42528020916667,0.00012842666666235125,0.0,standard,static,"[[3.178437, -3.178437, 0.0], [-3.178437, 0.0, -3.178437], [3.178437, 3.178437, 0.0]]","[""Nd @ 0 0 0"", ""Te @ 0.5 0 0.5""]"
CsBr,11505,4062417,11505.0,61516.0,NaCl,Fm-3m,AB,2,2,97.3708,-1.96327045370792,0.0009870700000000898,4.521,standard,static,"[[3.651457, -3.651457, 0.0], [-3.651457, 0.0, -3.651457], [3.651457, 3.651457, 0.0]]","[""Br @ 0.5 0 0.5"", ""Cs @ 0 0 0""]"
PdN,21509,4062420,21509.0,169395.0,NaCl,Fm-3m,AB,2,2,21.5488,1.03261193732825,1.03261193732825,0.0,standard,static,"[[2.20867, -2.20867, 0.0], [-2.20867, 0.0, -2.20867], [2.20867, 2.20867, 0.0]]","[""N @ 0.5 0 0.5"", ""Pd @ 0 0 0""]"
HCl,5616,4062423,5616.0,28844.0,,Fmmm,AB,2,2,33.5464,-0.340387353901649,0.3377560100000002,2.341,standard,static,"[[-1.536285, 3.289213, 0.0], [-1.536285, -3.289213, 0.0], [1.536285, 0.0, 3.319341]]","[""Cl @ 0.5 0.5 0"", ""H @ 0 0 0""]"
BOs,22308,4062426,22308.0,181304.0,WC,P-6m2,AB,2,2,20.8762,-0.236791,0.0,0.0,standard,static,"[[2.895289, 0.0, 0.0], [-1.447644, 2.507422, 0.0], [0.0, 0.0, 2.875626]]","[""B @ 0.333 0.667 0.5"", ""Os @ 0 0 0""]"
HoIr,17457,4062429,17457.0,104415.0,CsCl,Pm-3m,AB,2,2,39.3126,-0.853058376666666,0.0005675599999990233,0.0,standard,static,"[[3.400249, 0.0, 0.0], [0.0, 3.400249, 0.0], [0.0, 0.0, 3.400249]]","[""Ho @ 0 0 0"", ""Ir @ 0.5 0.5 0.5""]"
TiPd,17970,4062432,17970.0,105721.0,CsCl,Pm-3m,AB,2,2,31.6067,-0.486716411893132,0.08312948337160764,0.0,standard,static,"[[3.161743, 0.0, 0.0], [0.0, 3.161743, 0.0], [0.0, 0.0, 3.161743]]","[""Pd @ 0 0 0"", ""Ti @ 0.5 0.5 0.5""]"
MoC,8112,4062435,8112.0,43523.0,NaCl,Fm-3m,AB,2,2,20.9644,0.214689896249999,0.3058955949999995,0.0,standard,static,"[[2.188523, -2.188523, 0.0], [-2.188523, 0.0, -2.188523], [2.188523, 2.188523, 0.0]]","[""C @ 0.5 0 0.5"", ""Mo @ 0 0 0""]"
WN,5834,4062438,5834.0,30381.0,,Fm-3m,AB,2,2,20.5855,0.231852792328246,0.7249834916666662,0.0,standard,static,"[[0.0, -2.175256, 2.175256], [-2.175256, 2.175256, 0.0], [0.0, -2.175256, -2.175256]]","[""N @ 0.5 0 0.5"", ""W @ 0 0 0""]"
CdTe,6118,4062441,6118.0,31844.0,ZnS(cF8),F-43m,AB,2,2,71.0827,-0.467199726666665,0.0012801050000001979,0.874,standard,static,"[[3.287845, -3.287845, 0.0], [-3.287845, 0.0, -3.287845], [3.287845, 3.287845, 0.0]]","[""Cd @ 0 0 0"", ""Te @ 0.75 0.5 0.25""]"
RbBr,11509,4062444,11509.0,61522.0,CsCl,Pm-3m,AB,2,2,71.771,-1.87287090370792,0.05527828499999998,4.153,standard,static,"[[4.155752, 0.0, 0.0], [0.0, 4.155752, 0.0], [0.0, 0.0, 4.155752]]","[""Br @ 0.5 0.5 0.5"", ""Rb @ 0 0 0""]"
ErTe,30058,4062447,30058.0,631173.0,NaCl,Fm-3m,AB,2,2,56.687,-1.20824708666666,0.04546534625000498,0.0,standard,static,"[[3.048956, -3.048956, 0.0], [-3.048956, 0.0, -3.048956], [3.048956, 3.048956, 0.0]]","[""Er @ 0 0 0"", ""Te @ 0.5 0 0.5""]"
TaC,21514,4062450,21514.0,169400.0,WC,P-6m2,AB,2,2,23.2075,-0.169007418750001,0.4142610299999999,0.0,standard,static,"[[3.045295, 0.0, 0.0], [-1.522647, 2.637344, 0.0], [0.0, 0.0, 2.889561]]","[""C @ 0.333 0.667 0.5"", ""Ta @ 0 0 0""]"
TaO,11517,4062453,11517.0,61635.0,NaCl,Fm-3m,AB,2,2,22.4122,-1.09754764293938,1.1042028019999974,0.0,standard,static,"[[2.237784, -2.237784, 0.0], [-2.237784, 0.0, -2.237784], [2.237784, 2.237784, 0.0]]","[""O @ 0.5 0 0.5"", ""Ta @ 0 0 0""]"
HgPt,17425,4062456,30535.0,104337.0,AuCu,P4/mmm,AB,2,2,35.8003,0.0785407725168659,0.10612889750000022,0.0,standard,static,"[[3.027596, 0.0, 0.0], [0.0, 3.027596, 0.0], [0.0, 0.0, 3.905623]]","[""Hg @ 0 0 0"", ""Pt @ 0.5 0.5 0.5""]"
Te,7682,4062459,7682.0,42106.0,GaSb,Imma,A,1,2,68.705,0.16115749166667,0.16115749166667,0.0,standard,static,"[[0.0, 0.0, 3.078524], [2.986203, -3.736771, -1.539262], [2.986203, 3.736771, -1.539262]]","[""Te @ 0.253 0.75 0.25"", ""Te @ 0.747 0.25 0.75""]"
Zr,8196,4062462,67408.0,43700.0,Mg,P63/mmc,A,1,2,46.7469,0.000177385000000641,0.00034929000000083525,0.0,standard,static,"[[3.233948, 0.0, 0.0], [-1.616974, 2.800652, 0.0], [0.0, 0.0, 5.161323]]","[""Zr @ 0.333 0.667 0.25"", ""Zr @ 0.667 0.333 0.75""]"
Sb,9221,4062465,9221.0,52226.0,Mg,P63/mmc,A,1,2,54.6979,0.27468167,0.27470113416666686,0.0,standard,static,"[[3.365857, 0.0, 0.0], [-1.682929, 2.914684, 0.0], [0.0, 0.0, 5.575501]]","[""Sb @ 0.333 0.667 0.25"", ""Sb @ 0.667 0.333 0.75""]"
ReN,22306,4062468,22306.0,181299.0,,P-6m2,AB,2,2,20.1539,0.557985629828249,0.6160975751760598,0.0,standard,static,"[[2.777932, 0.0, 0.0], [-1.388966, 2.40577, 0.0], [0.0, 0.0, 3.015673]]","[""N @ 0.667 0.333 0.5"", ""Re @ 0 0 0""]"
YZn,31121,4062471,31121.0,653468.0,CsCl,Pm-3m,AB,2,2,45.4349,-0.3630821675,0.0002570450000000113,0.0,standard,static,"[[3.568316, 0.0, 0.0], [0.0, 3.568316, 0.0], [0.0, 0.0, 3.568316]]","[""Y @ 0 0 0"", ""Zn @ 0.5 0.5 0.5""]"
ZrZn,31126,4062474,116235.0,653515.0,CsCl,Pm-3m,AB,2,2,37.126,-0.282258519999999,0.0001056299999999677,0.0,standard,static,"[[3.336, 0.0, 0.0], [0.0, 3.336, 0.0], [0.0, 0.0, 3.336]]","[""Zn @ 0 0 0"", ""Zr @ 0.5 0.5 0.5""]"
HoMg,17460,4062477,104106.0,104418.0,CsCl,Pm-3m,AB,2,2,53.6142,-0.07310239125,0.00011308000000020968,0.0,standard,static,"[[3.770739, 0.0, 0.0], [0.0, 3.770739, 0.0], [0.0, 0.0, 3.770739]]","[""Ho @ 0 0 0"", ""Mg @ 0.5 0.5 0.5""]"
VN,4163,4062480,4163.0,22321.0,NaCl,Fm-3m,AB,2,2,17.2804,-1.05877331267175,0.1941325599999999,0.0,standard,static,"[[2.051988, -2.051988, 0.0], [-2.051988, 0.0, -2.051988], [2.051988, 2.051988, 0.0]]","[""N @ 0.5 0 0.5"", ""V @ 0 0 0""]"
Ne,12066,4062483,8086.0,65896.0,Cu,Fm-3m,A,1,1,10.3356,0.29606876,0.29606876,13.832,standard,static,"[[1.728894, -1.728894, 0.0], [-1.728894, 0.0, -1.728894], [1.728894, 1.728894, 0.0]]","[""Ne @ 0 0 0""]"
ZnNi,17861,4062486,17861.0,105472.0,ZnS(cF8),F-43m,AB,2,2,38.6213,0.81297172,1.0757458300000005,0.0,standard,static,"[[2.682867, -2.682867, 0.0], [-2.682867, 0.0, -2.682867], [2.682867, 2.682867, 0.0]]","[""Ni @ 0 0 0"", ""Zn @ 0.75 0.5 0.25""]"
NdP,13795,4062489,13795.0,76597.0,NaCl,Fm-3m,AB,2,2,51.1023,-1.66654361197997,9.189500000017503e-05,0.0,standard,static,"[[2.945349, -2.945349, 0.0], [-2.945349, 0.0, -2.945349], [2.945349, 2.945349, 0.0]]","[""Nd @ 0 0 0"", ""P @ 0.5 0 0.5""]"
UN,4568,4062492,4568.0,24220.0,NaCl,Fm-3m,AB,2,2,28.586,-1.41567096517175,0.00016718500000001413,0.0,standard,static,"[[2.42684, -2.42684, 0.0], [-2.42684, 0.0, -2.42684], [2.42684, 2.42684, 0.0]]","[""N @ 0.5 0 0.5"", ""U @ 0 0 0""]"
Ge,7651,4062495,7651.0,41980.0,C(cF8),Fd-3m,A,1,2,47.7119,0.0,0.0,0.0,standard,static,"[[2.878716, -2.878716, 0.0], [-2.878716, 0.0, -2.878716], [2.878716, 2.878716, 0.0]]","[""Ge @ 0 0 0"", ""Ge @ 0.75 0.5 0.25""]"
YbAs,8172,4062498,8172.0,43650.0,NaCl,Fm-3m,AB,2,2,52.9162,-0.8195818425,0.30370380333333,0.0,standard,static,"[[2.979793, -2.979793, 0.0], [-2.979793, 0.0, -2.979793], [2.979793, 2.979793, 0.0]]","[""As @ 0.5 0 0.5"", ""Yb @ 0 0 0""]"
ReN,22305,4062501,22305.0,181298.0,CsCl,Pm-3m,AB,2,2,19.6803,1.07070224482825,1.1288141901760607,0.0,standard,static,"[[2.699878, 0.0, 0.0], [0.0, 2.699878, 0.0], [0.0, 0.0, 2.699878]]","[""N @ 0.5 0.5 0.5"", ""Re @ 0 0 0""]"
HoIn,17454,4062504,17454.0,104410.0,CsCl,Pm-3m,AB,2,2,52.8929,-0.460542576666665,0.00014886750000042692,0.0,standard,static,"[[3.753754, 0.0, 0.0], [0.0, 3.753754, 0.0], [0.0, 0.0, 3.753754]]","[""Ho @ 0 0 0"", ""In @ 0.5 0.5 0.5""]"
TiGa,30357,4062507,17306.0,635562.0,CuFePt2,P4/mmm,AB,2,2,31.1558,-0.503551294393132,1.137000000006605e-05,0.0,standard,static,"[[-1.981416, -1.981416, 0.0], [-1.981416, 1.981416, 0.0], [0.0, 0.0, -3.967877]]","[""Ga @ 0 0 0"", ""Ti @ 0.5 0.5 0.5""]"
NdAu,10789,4062510,10789.0,58565.0,CsCl,Pm-3m,AB,2,2,50.4363,-0.7672467325,0.04563163499999978,0.0,standard,static,"[[3.694717, 0.0, 0.0], [0.0, 3.694717, 0.0], [0.0, 0.0, 3.694717]]","[""Au @ 0 0 0"", ""Nd @ 0.5 0.5 0.5""]"
RbCl,5151,4062513,56986.0,26877.0,CsCl,Pm-3m,AB,2,2,62.0219,-2.06957501280956,0.06233479499999994,5.126,standard,static,"[[3.958357, 0.0, 0.0], [0.0, 3.958357, 0.0], [0.0, 0.0, 3.958357]]","[""Cl @ 0.5 0.5 0.5"", ""Rb @ 0 0 0""]"
PrAu,10793,4062516,10793.0,58575.0,CsCl,Pm-3m,AB,2,2,51.4661,-0.74871187375,0.047170337500000326,0.0,standard,static,"[[3.719694, 0.0, 0.0], [0.0, 3.719694, 0.0], [0.0, 0.0, 3.719694]]","[""Au @ 0 0 0"", ""Pr @ 0.5 0.5 0.5""]"
YAs,20282,4062519,20282.0,160147.0,CsCl,Pm-3m,AB,2,2,45.7675,-1.061020095,0.49484068000000114,0.0,standard,static,"[[3.577, 0.0, 0.0], [0.0, 3.577, 0.0], [0.0, 0.0, 3.577]]","[""As @ 0.5 0.5 0.5"", ""Y @ 0 0 0""]"
MoN,20241,4062522,20241.0,159439.0,NaCl,Fm-3m,AB,2,2,20.4281,-0.0700426526717521,0.40156684628207373,0.0,standard,static,"[[2.169699, -2.169699, 0.0], [-2.169699, 0.0, -2.169699], [2.169699, 2.169699, 0.0]]","[""Mo @ 0 0 0"", ""N @ 0.5 0 0.5""]"
TlHg,17439,4062525,17439.0,104360.0,CsCl,Pm-3m,AB,2,2,55.2426,0.0247376300168656,0.0247376300168656,0.0,standard,static,"[[3.808535, 0.0, 0.0], [0.0, 3.808535, 0.0], [0.0, 0.0, 3.808535]]","[""Hg @ 0 0 0"", ""Tl @ 0.5 0.5 0.5""]"
NbIr,30618,4062528,30618.0,640846.0,CuFePt2,P4/mmm,AB,2,2,32.126,-0.511195725000002,0.003488585399999633,0.0,standard,static,"[[-2.030994, -2.030994, 0.0], [-2.030994, 2.030994, 0.0], [0.0, 0.0, -3.894118]]","[""Ir @ 0 0 0"", ""Nb @ 0.5 0.5 0.5""]"
DyTl,17207,4062531,17207.0,103375.0,CsCl,Pm-3m,AB,2,2,53.5368,-0.338407230833335,0.0019816950000000055,0.0,standard,static,"[[3.768925, 0.0, 0.0], [0.0, 3.768925, 0.0], [0.0, 0.0, 3.768925]]","[""Dy @ 0 0 0"", ""Tl @ 0.5 0.5 0.5""]"
YP,20281,4062534,20281.0,160145.0,CsCl,Pm-3m,AB,2,2,41.9136,-1.19455167697997,0.5594864049999981,0.0,standard,static,"[[3.473641, 0.0, 0.0], [0.0, 3.473641, 0.0], [0.0, 0.0, 3.473641]]","[""P @ 0.5 0.5 0.5"", ""Y @ 0 0 0""]"
HoPd,17467,4062537,17467.0,104433.0,CsCl,Pm-3m,AB,2,2,42.0607,-0.913743951666665,0.024966596249999973,0.0,standard,static,"[[3.4777, 0.0, 0.0], [0.0, 3.4777, 0.0], [0.0, 0.0, 3.4777]]","[""Ho @ 0 0 0"", ""Pd @ 0.5 0.5 0.5""]"
TmPd,17980,4062540,17980.0,105734.0,CsCl,Pm-3m,AB,2,2,40.9643,-0.947992699999999,0.018461866250000014,0.0,standard,static,"[[3.447215, 0.0, 0.0], [0.0, 3.447215, 0.0], [0.0, 0.0, 3.447215]]","[""Pd @ 0 0 0"", ""Tm @ 0.5 0.5 0.5""]"
YbGa,30370,4062543,30370.0,635668.0,CuFePt2,P4/mmm,AB,2,2,46.005,-0.5229307875,0.008369780000000215,0.0,standard,static,"[[-2.511881, -2.511881, 0.0], [-2.511881, 2.511881, 0.0], [0.0, 0.0, -3.645669]]","[""Ga @ 0 0 0"", ""Yb @ 0.5 0.5 0.5""]"
AlOs,10544,4062546,10544.0,58107.0,CsCl,Pm-3m,AB,2,2,27.4909,-0.39558665,0.02626261000000013,0.0,standard,static,"[[3.018073, 0.0, 0.0], [0.0, 3.018073, 0.0], [0.0, 0.0, 3.018073]]","[""Al @ 0 0 0"", ""Os @ 0.5 0.5 0.5""]"
TlSb,11312,4062549,11312.0,60381.0,CsCl,Pm-3m,AB,2,2,57.7442,0.163747855,0.18179992479166684,0.0,standard,static,"[[3.865177, 0.0, 0.0], [0.0, 3.865177, 0.0], [0.0, 0.0, 3.865177]]","[""Sb @ 0.5 0.5 0.5"", ""Tl @ 0 0 0""]"
YbPd,17987,4062552,17987.0,105747.0,CsCl,Pm-3m,AB,2,2,40.9566,-0.867782709999999,0.0,0.0,standard,static,"[[3.447, 0.0, 0.0], [0.0, 3.447, 0.0], [0.0, 0.0, 3.447]]","[""Pd @ 0 0 0"", ""Yb @ 0.5 0.5 0.5""]"
AlPd,10550,4062555,10550.0,58113.0,CsCl,Pm-3m,AB,2,2,28.8846,-0.875974275,0.03641273999999928,0.0,standard,static,"[[3.068237, 0.0, 0.0], [0.0, 3.068237, 0.0], [0.0, 0.0, 3.068237]]","[""Al @ 0 0 0"", ""Pd @ 0.5 0.5 0.5""]"
TmAu,10817,4062558,10817.0,58608.0,CsCl,Pm-3m,AB,2,2,44.2043,-0.893549525,0.0090111100000001,0.0,standard,static,"[[3.535805, 0.0, 0.0], [0.0, 3.535805, 0.0], [0.0, 0.0, 3.535805]]","[""Au @ 0 0 0"", ""Tm @ 0.5 0.5 0.5""]"
Th,31106,4062561,31106.0,653236.0,,Fm-3m,A,1,1,31.8753,0.000167889999999282,0.000167889999999282,0.0,standard,static,"[[2.516565, -2.516565, 0.0], [-2.516565, 0.0, -2.516565], [2.516565, 2.516565, 0.0]]","[""Th @ 0 0 0""]"
ScBi,10963,4062564,10963.0,58856.0,NaCl,Fm-3m,AB,2,2,53.931,-0.681828165,0.0015073899999989981,0.0,standard,static,"[[2.998722, -2.998722, 0.0], [-2.998722, 0.0, -2.998722], [2.998722, 2.998722, 0.0]]","[""Bi @ 0 0 0"", ""Sc @ 0.5 0 0.5""]"
